Direccion,Latitud,Longitud,acumulado
563,calle 30 5 121,10.9895769,-74.778251,1
564,calle 30 50,10.9895769,-74.778251,2
565,calle 30 50 66,10.9895769,-74.778251,1
566,calle 30 6,10.9895769,-74.778251,14
567,calle 30 6 8,10.9895769,-74.778251,3
568,calle 30 7,10.9895769,-74.778251,2
569,calle 30 8,10.9895769,-74.778251,38
570,calle 30 8 11,10.9895769,-74.778251,1
571,calle 30 8 15,10.9895769,-74.778251,1
572,calle 30 8 6,10.9895769,-74.778251,2
573,calle 31 ,10.962569,-74.7845965,1
574,calle 31 11,10.962569,-74.7845965,3
575,calle 31 12,10.962569,-74.7845965,1
576,calle 31 13,10.962569,-74.7845965,2
577,calle 31 14,10.95267725,-74.78736589549254,4
578,calle 31 14 15,10.962569,-74.7845965,1
579,calle 31 15,10.962569,-74.7845965,1
580,calle 31 16,10.962569,-74.7845965,1
581,calle 31 19,10.962569,-74.7845965,2
582,calle 31 2,10.9764893,-74.777909,1
583,calle 31 20,10.95267725,-74.78736589549254,5
584,calle 31 21,10.962569,-74.7845965,15
585,calle 31 21 69,10.962569,-74.7845965,1
586,calle 31 22,10.962569,-74.7845965,10
587,calle 31 23,10.962569,-74.7845965,7
588,calle 31 23 95,10.962569,-74.7845965,1
589,calle 31 24,10.962569,-74.7845965,19
590,calle 31 24 43,10.962569,-74.7845965,1
591,calle 31 25,10.962569,-74.7845965,2
592,calle 31 26,10.962569,-74.7845965,1
593,calle 31 27,10.962569,-74.7845965,10
594,calle 31 29,10.962569,-74.7845965,1
595,calle 31 3,10.962569,-74.7845965,1
596,calle 31 30,10.9500155,-74.7868063,8
597,calle 31 31,10.962569,-74.7845965,1
598,calle 31 32,10.962569,-74.7845965,1
599,calle 31 33 157,10.962569,-74.7845965,1
600,calle 31 35,10.962569,-74.7845965,2
601,calle 31 5,10.962569,-74.7845965,1
602,calle 31 6,10.962569,-74.7845965,1
603,calle 31 8,10.962569,-74.7845965,1
604,calle 32 42,10.9775882,-74.7778896,2
605,calle 33 11,10.9418235,-74.7858101,2
606,calle 33 2 164,10.9765867,-74.7789379,1
607,calle 33 22,10.9418235,-74.7858101,1
608,calle 33 23,10.9418235,-74.7858101,1
609,calle 33 24,10.9418235,-74.7858101,2
610,calle 33 27,10.9418235,-74.7858101,1
611,calle 33 30,10.9418235,-74.7858101,1
612,calle 33 39 71,10.9418235,-74.7858101,1
613,calle 33 4,10.9418235,-74.7858101,1
614,calle 33 43 74,10.9418235,-74.7858101,1
615,calle 33 6,10.9670325,-74.7829859,3
616,calle 33 7,10.9418235,-74.7858101,1
617,calle 33 8,10.9418235,-74.7858101,1
618,calle 34 13,10.9800053,-74.7784396,1
619,calle 34 14,10.9800053,-74.7784396,1
620,calle 34 30,10.9455754,-74.7884119,1
621,calle 34 35,10.9800053,-74.7784396,5
622,calle 34 36,10.9800053,-74.7784396,1
623,calle 34 38,10.9800053,-74.7784396,2
624,calle 34 39,10.9800053,-74.7784396,3
625,calle 34 4,10.9800053,-74.7784396,1
626,calle 34 40,10.9794823,-74.7783884,1
627,calle 34 43,10.9816911,-74.77836118155246,1
628,calle 34 43 06,10.9671733,-74.7833592,1
629,calle 34 44,10.9800053,-74.7784396,1
630,calle 34 45,10.984435,-74.7769335,1
631,calle 34 45 151,10.9800053,-74.7784396,1
632,calle 34 45 22,10.9800053,-74.7784396,1
633,calle 34 46,10.9800053,-74.7784396,8
634,calle 34 46 50,10.9800053,-74.7784396,1
635,calle 34 5,10.9800053,-74.7784396,1
636,calle 34 6,10.9671733,-74.7833592,1
637,calle 34 64,10.9800053,-74.7784396,1
638,calle 35 10,10.9830724,-74.7787384,1
639,calle 35 11,10.9830724,-74.7787384,2
640,calle 35 14,10.9830724,-74.7787384,3
641,calle 35 14 76,10.9830724,-74.7787384,1
642,calle 35 22,10.9830724,-74.7787384,1
643,calle 35 23,10.9830724,-74.7787384,3
644,calle 35 24,10.9830724,-74.7787384,1
645,calle 35 25,10.9830724,-74.7787384,3
646,calle 35 27,10.9830724,-74.7787384,2
647,calle 35 29,10.9830724,-74.7787384,2
648,calle 35 32,10.9830724,-74.7787384,5
649,calle 35 33,10.9830724,-74.7787384,1
650,calle 35 33 142,10.9830724,-74.7787384,1
651,calle 35 35,10.9830724,-74.7787384,3
652,calle 35 35 36,10.9830724,-74.7787384,1
653,calle 35 36,10.9830724,-74.7787384,4
654,calle 35 3649,10.9830724,-74.7787384,1
655,calle 35 38,10.9830724,-74.7787384,1
656,calle 35 4,10.9371457,-74.7890105,2
657,calle 35 40,10.94427365,-74.7893597575542,1
658,calle 35 41 23,10.9830724,-74.7787384,1
659,calle 35 43,10.9830724,-74.7787384,1
660,calle 35 43 118,10.9830724,-74.7787384,1
661,calle 35 43 44,10.9830724,-74.7787384,1
662,calle 35 6 19,10.9588163,-74.7869376,1
663,calle 35 8,10.9830724,-74.7787384,3
664,calle 35 9,10.9830724,-74.7787384,1
665,calle 36 11,10.9776188,-74.7806511,2
666,calle 36 14 29,10.9776188,-74.7806511,1
667,calle 36 15,10.9776188,-74.7806511,1
668,calle 36 16,10.9776188,-74.7806511,2
669,calle 36 17,10.9776188,-74.7806511,1
670,calle 36 19,10.9776188,-74.7806511,2
671,calle 36 20,10.9776188,-74.7806511,2
672,calle 36 21,10.9776188,-74.7806511,1
673,calle 36 30,10.9378295,-74.790227,2
674,calle 36 33,10.9776188,-74.7806511,1
675,calle 36 35,10.9776188,-74.7806511,1
676,calle 36 36,10.9776188,-74.7806511,1
677,calle 36 39,10.9776188,-74.7806511,2
678,calle 36 39 47,10.9776188,-74.7806511,1
679,calle 36 4,10.9776188,-74.7806511,1
680,calle 36 40,10.9776188,-74.7806511,4
681,calle 36 43 28,10.9776188,-74.7806511,1
682,calle 36 43 37,10.9776188,-74.7806511,1
683,calle 36 44,10.9863129,-74.7784142041618,1
684,calle 36 44 ,10.9863129,-74.7784142041618,1
685,calle 36 50,10.9776188,-74.7806511,1
686,calle 36 8,10.9776188,-74.7806511,2
687,calle 37 1,10.9508381,-74.7929068,1
688,calle 37 1 09,10.9508381,-74.7929068,1
689,calle 37 20,10.9340608,-74.7905277,2
690,calle 37 21,10.9633867,-74.7866612,1
691,calle 37 22,10.9633867,-74.7866612,5
692,calle 37 24,10.9633867,-74.7866612,1
693,calle 37 25,10.9633867,-74.7866612,1
694,calle 37 26,10.9633867,-74.7866612,1
695,calle 37 3,10.9633867,-74.7866612,1
696,calle 37 30,10.9508381,-74.7929068,1
697,calle 37 32,10.9633867,-74.7866612,2
698,calle 37 33,10.9633867,-74.7866612,1
699,calle 37 33 111,10.9633867,-74.7866612,1
700,calle 37 35,10.9633867,-74.7866612,2
701,calle 37 36,10.9633867,-74.7866612,2
702,calle 37 3608,10.95871,-74.7890496,1
703,calle 37 37 38,10.9633867,-74.7866612,1
704,calle 37 39,10.9633867,-74.7866612,3
705,calle 37 4,10.9633867,-74.7866612,1
706,calle 37 40 39,10.9633867,-74.7866612,1
707,calle 37 43,10.9633867,-74.7866612,1
708,calle 37 44,10.9633867,-74.7866612,1
709,calle 37 44 24,10.9633867,-74.7866612,1
710,calle 37 44 44,10.9633867,-74.7866612,1
711,calle 37 4546,10.9633867,-74.7866612,1
712,calle 37 46,10.9633867,-74.7866612,3
713,calle 37 5 31,10.9633867,-74.7866612,1
714,calle 38 10,10.9816374,-74.780858,1
715,calle 38 11,10.98300915,-74.8346110567829,3
716,calle 38 14,10.9816374,-74.780858,3
717,calle 38 14 08,10.9816374,-74.780858,1
718,calle 38 17,10.9816374,-74.780858,2
719,calle 38 18,10.9816374,-74.780858,1
720,calle 38 19,10.9816374,-74.780858,1
721,calle 38 20,10.9597726,-74.7889213,2
722,calle 38 21,10.9816374,-74.780858,4
723,calle 38 21 162,10.9816374,-74.780858,2
724,calle 38 22,10.9816374,-74.780858,1
725,calle 38 23,10.9816374,-74.780858,2
726,calle 38 24,10.9816374,-74.780858,1
727,calle 38 24 09,10.9816374,-74.780858,1
728,calle 38 25,10.9816374,-74.780858,1
729,calle 38 26,10.9816374,-74.780858,1
730,calle 38 30,10.9333414,-74.7935242,2
731,calle 38 32 109,10.9816374,-74.780858,1
732,calle 38 32 77,10.9816374,-74.780858,1
733,calle 38 33,10.9816374,-74.780858,2
734,calle 38 33 208,10.9816374,-74.780858,1
735,calle 38 35,10.9816374,-74.780858,5
736,calle 38 36,10.9816374,-74.780858,5
737,calle 38 36 103,10.9816374,-74.780858,1
738,calle 38 36 115,10.9816374,-74.780858,1
739,calle 38 37,10.9816374,-74.780858,1
740,calle 38 38,10.9816374,-74.780858,4
741,calle 38 39,10.9816374,-74.780858,1
742,calle 38 39 33,10.9816374,-74.780858,1
743,calle 38 4,10.9816374,-74.780858,1
744,calle 38 40,10.9816374,-74.780858,4
745,calle 38 41,10.9816374,-74.780858,2
746,calle 38 41 26,10.9816374,-74.780858,1
747,calle 38 6,10.972029,-74.7837854,2
748,calle 38 7,10.9816374,-74.780858,2
749,calle 38 8,10.9816374,-74.780858,2
750,calle 39 21,10.96059565,-74.7898515,1
751,calle 39 24,10.9700159,-74.7851982,4
752,calle 39 25,10.9700159,-74.7851982,1
753,calle 39 27,10.9700159,-74.7851982,10
754,calle 39 29,10.9700159,-74.7851982,2
755,calle 39 29 58,10.9700159,-74.7851982,1
756,calle 39 30,10.9345752,-74.7943814,1
757,calle 39 33,10.9700159,-74.7851982,1
758,calle 39 35,10.9700159,-74.7851982,1
759,calle 39 36,10.9700159,-74.7851982,1
760,calle 39 41,10.9700159,-74.7851982,2
761,calle 39 50,10.98947055,-74.78008455751933,2
762,calle 4 30,10.9464498,-74.7636222,7
763,calle 4 30 38,10.9464498,-74.7636222,3
764,calle 4 38,10.9464498,-74.7636222,1
765,calle 4 38 29,10.9464498,-74.7636222,1
766,calle 4 38 30,10.9464498,-74.7636222,1
767,calle 4 47,10.9464498,-74.7636222,1
768,calle 40 13,10.9530389,-74.7938465,1
769,calle 40 14,10.9530389,-74.7938465,1
770,calle 40 18 25,10.9530389,-74.7938465,1
771,calle 40 19,10.9530389,-74.7938465,1
772,calle 40 20 21,10.9530389,-74.7938465,1
773,calle 40 22,10.9637863,-74.78954606019698,1
774,calle 40 22 37,10.9637863,-74.78954606019698,1
775,calle 40 23,10.9530389,-74.7938465,1
776,calle 40 24,10.9530389,-74.7938465,3
777,calle 40 24 96,10.9530389,-74.7938465,1
778,calle 40 25 88,10.9530389,-74.7938465,1
779,calle 40 26,10.9530389,-74.7938465,3
780,calle 40 3 ,10.9513069,-74.7945088,1
781,calle 40 31,10.9530389,-74.7938465,2
782,calle 40 33,10.9530389,-74.7938465,1
783,calle 40 38 46,10.9530389,-74.7938465,1
784,calle 40 39,10.9530389,-74.7938465,2
785,calle 40 40,10.9530389,-74.7938465,4
786,calle 40 41,10.9530389,-74.7938465,1
787,calle 40 43,10.9530389,-74.7938465,1
788,calle 40 44 45,10.9530389,-74.7938465,2
789,calle 40 45 71,10.9530389,-74.7938465,1
790,calle 40 46,10.9886169,-74.78084328513509,1
791,calle 40 8,10.9530389,-74.7938465,3
792,calle 40 8 26,10.9530389,-74.7938465,1
793,calle 40 9,10.9530389,-74.7938465,1
794,calle 41 1 116,10.9383497,-74.7949592,1
795,calle 41 13,10.9383497,-74.7949592,2
796,calle 41 14,10.9383497,-74.7949592,1
797,calle 41 17,10.9383497,-74.7949592,1
798,calle 41 19,10.9383497,-74.7949592,4
799,calle 41 20,10.9383497,-74.7949592,1
800,calle 41 21,10.9383497,-74.7949592,3
801,calle 41 23,10.9383497,-74.7949592,2
802,calle 41 23 27,10.9383497,-74.7949592,1
803,calle 41 24,10.9383497,-74.7949592,1
804,calle 41 26,10.9383497,-74.7949592,1
805,calle 41 27,10.9383497,-74.7949592,2
806,calle 41 27 35,10.9383497,-74.7949592,1
807,calle 41 35 28,10.9383497,-74.7949592,1
808,calle 41 38,10.9383497,-74.7949592,2
809,calle 41 40,10.9383497,-74.7949592,1
810,calle 41 7,10.9383497,-74.7949592,2
811,calle 42 1 ,10.931515,-74.7964568,2
812,calle 42 23,10.9655612,-74.7902322,1
813,calle 42 24,10.9655612,-74.7902322,2
814,calle 42 24 31,10.9655612,-74.7902322,1
815,calle 42 25,10.9655612,-74.7902322,1
816,calle 42 3,10.931515,-74.7964568,1
817,calle 42 33,10.9655612,-74.7902322,1
818,calle 42 36 128,10.9655612,-74.7902322,1
819,calle 42 39 38,10.9655612,-74.7902322,1
820,calle 42 4,10.9655612,-74.7902322,1
821,calle 42 40,10.9655612,-74.7902322,1
822,calle 42 41,10.9655612,-74.7902322,1
823,calle 42 43,10.9655612,-74.7902322,1
824,calle 42 43 131,10.9655612,-74.7902322,1
825,calle 42 43 38,10.9655612,-74.7902322,1
826,calle 42 44,10.9655612,-74.7902322,5
827,calle 42 45,10.98641385,-74.7828163043533,4
828,calle 42 45 22,10.9655612,-74.7902322,1
829,calle 42 46 137,10.9655612,-74.7902322,1
830,calle 42 50,10.9655612,-74.7902322,2
831,calle 42 7,10.9655612,-74.7902322,1
832,calle 42 7108,10.9655612,-74.7902322,1
833,calle 42 8,10.9655612,-74.7902322,6
834,calle 43,10.9733171,-74.7869152,2
835,calle 43 27,10.9290151,-74.7976028,1
836,calle 43 29,10.9290151,-74.7976028,1
837,calle 43 31 90,10.9290151,-74.7976028,1
838,calle 43 32,10.9849313,-74.7926894,2
839,calle 43 35,10.9290151,-74.7976028,1
840,calle 43 38,10.9290151,-74.7976028,2
841,calle 43 38 18,10.9290151,-74.7976028,1
842,calle 43 40,10.9290151,-74.7976028,1
843,calle 43 41,11.0024108,-74.8278887,1
844,calle 43 43 44,10.9290151,-74.7976028,1
845,calle 43 50,10.9290151,-74.7976028,2
846,calle 43 51,10.9290151,-74.7976028,2
847,calle 43 75,10.9290151,-74.7976028,1
848,calle 44 1,10.9444597,-74.7988197,1
849,calle 44 1 ,10.9444597,-74.7988197,1
850,calle 44 10,10.9444597,-74.7988197,1
851,calle 44 14,10.9444597,-74.7988197,6
852,calle 44 18,10.9444597,-74.7988197,1
853,calle 44 21,10.9623233,-74.7919326,4
854,calle 44 22,10.9640714,-74.7914244,2
855,calle 44 23,10.9655307,-74.7907962,2
856,calle 44 23 22,10.9444597,-74.7988197,1
857,calle 44 23 23,10.9444597,-74.7988197,1
858,calle 44 24,10.9444597,-74.7988197,2
859,calle 44 25 17,10.9444597,-74.7988197,1
860,calle 44 29,10.9444597,-74.7988197,2
861,calle 44 30,10.9444597,-74.7988197,2
862,calle 44 33,10.9444597,-74.7988197,3
863,calle 44 35,10.9444597,-74.7988197,1
864,calle 44 36 120,10.9444597,-74.7988197,1
865,calle 44 38,10.9444597,-74.7988197,4
866,calle 44 38 29,10.9444597,-74.7988197,1
867,calle 44 39,10.9444597,-74.7988197,3
868,calle 44 39 31,10.9444597,-74.7988197,1
869,calle 44 40,10.9444597,-74.7988197,1
870,calle 44 43,10.9444597,-74.7988197,4
871,calle 44 44 09,10.9444597,-74.7988197,1
872,calle 44 45,10.9914683,-74.782735,1
873,calle 44 46 104,10.9914683,-74.782735,1
874,calle 44 50,10.9444597,-74.7988197,1
875,calle 44 7,10.9444597,-74.7988197,3
876,calle 44 8,10.9444597,-74.7988197,3
877,calle 45,10.9497481,-74.7998106,1
878,calle 45 ,10.9497481,-74.7998106,3
879,calle 45 1,10.931057,-74.79981035910407,24
880,calle 45 1 03,10.9364843,-74.799135,1
881,calle 45 1 09,10.9364843,-74.799135,2
882,calle 45 1 18,10.9364843,-74.799135,1
883,calle 45 1 79,10.9364843,-74.799135,1
884,calle 45 1 85,10.9364843,-74.799135,1
885,calle 45 10,10.9364843,-74.799135,7
886,calle 45 10 08,10.9364843,-74.799135,1
887,calle 45 10 117,10.95137,-74.7991614,1
888,calle 45 10 48,10.9364843,-74.799135,2
889,calle 45 10 55,10.9364843,-74.799135,1
890,calle 45 10 58,10.9364843,-74.799135,1
891,calle 45 10 60,10.9364843,-74.799135,1
892,calle 45 11,11.00109125,-74.81940390689635,1
893,calle 45 11 ,11.00109125,-74.81940390689635,14
894,calle 45 11 31,10.9364843,-74.799135,1
895,calle 45 110,10.9364843,-74.799135,1
896,calle 45 12,10.9364843,-74.799135,1
897,calle 45 12 ,10.9364843,-74.799135,2
898,calle 45 13,10.9364843,-74.799135,5
899,calle 45 14,10.9364843,-74.799135,7
900,calle 45 14 ,10.9364843,-74.799135,1
901,calle 45 14 128,10.9364843,-74.799135,1
902,calle 45 15 ,10.9364843,-74.799135,2
903,calle 45 15 34,10.9364843,-74.799135,1
904,calle 45 15 39,10.9364843,-74.799135,1
905,calle 45 17,10.9364843,-74.799135,7
906,calle 45 17 60,10.9364843,-74.799135,1
907,calle 45 17 96,10.9364843,-74.799135,1
908,calle 45 18,11.00223425,-74.82296945869274,2
909,calle 45 18 19,10.9364843,-74.799135,1
910,calle 45 18 45,10.9364843,-74.799135,1
911,calle 45 19,10.9364843,-74.799135,16
912,calle 45 19 31,10.9364843,-74.799135,1
913,calle 45 19 54,10.9364843,-74.799135,1
914,calle 45 2,10.9364843,-74.799135,12
915,calle 45 2 ,10.9364843,-74.799135,1
916,calle 45 2 10,10.9364843,-74.799135,1
917,calle 45 2 40,10.9364843,-74.799135,1
918,calle 45 20,10.9364843,-74.799135,12
919,calle 45 20 165,10.9364843,-74.799135,1
920,calle 45 20 171,10.9364843,-74.799135,1
921,calle 45 21,10.9364843,-74.799135,11
922,calle 45 21 125,10.9364843,-74.799135,1
923,calle 45 22,10.9364843,-74.799135,7
924,calle 45 22 111,10.95137,-74.7991614,1
925,calle 45 23,10.9364843,-74.799135,6
926,calle 45 23 57,10.9364843,-74.799135,1
927,calle 45 24,10.9364843,-74.799135,8
928,calle 45 24 54,10.9364843,-74.799135,1
929,calle 45 25,10.9364843,-74.799135,2
930,calle 45 25 49,10.9364843,-74.799135,1
931,calle 45 26,10.9364843,-74.799135,8
932,calle 45 26 129,10.9364843,-74.799135,1
933,calle 45 26 17,10.9364843,-74.799135,1
934,calle 45 26 35,10.9364843,-74.799135,1
935,calle 45 26129,10.95137,-74.7991614,1
936,calle 45 27,10.9364843,-74.799135,18
937,calle 45 27 13,10.9364843,-74.799135,1
938,calle 45 27 27,10.921716,-74.7992906,1
939,calle 45 27 92,10.9364843,-74.799135,1
940,calle 45 29,10.9364843,-74.799135,5
941,calle 45 29 100,10.95137,-74.7991614,1
942,calle 45 29 79,10.9364843,-74.799135,1
943,calle 45 3,10.9364843,-74.799135,7
944,calle 45 3 57,10.9364843,-74.799135,1
945,calle 45 30,10.9364843,-74.799135,11
946,calle 45 31,10.9364843,-74.799135,2
947,calle 45 32,11.00649125,-74.83186915696248,4
948,calle 45 32 31,10.9364843,-74.799135,1
949,calle 45 33,10.9364843,-74.799135,11
950,calle 45 33 186,10.9364843,-74.799135,1
951,calle 45 33 200,10.95137,-74.7991614,1
952,calle 45 33 250,10.95137,-74.7991614,1
953,calle 45 34,10.9364843,-74.799135,1
954,calle 45 3410,10.95137,-74.7991614,1
955,calle 45 35,10.9364843,-74.799135,5
956,calle 45 35 76,10.9364843,-74.799135,1
957,calle 45 36,10.9364843,-74.799135,6
958,calle 45 36 124,10.9364843,-74.799135,1
959,calle 45 36 36,10.9364843,-74.799135,1
960,calle 45 36 50,10.9364843,-74.799135,1
961,calle 45 37,10.9364843,-74.799135,3
962,calle 45 38,10.9364843,-74.799135,9
963,calle 45 38 21,10.9364843,-74.799135,1
964,calle 45 39,10.9364843,-74.799135,3
965,calle 45 4,10.9364843,-74.799135,12
966,calle 45 4 25,10.9364843,-74.799135,1
967,calle 45 4 28,10.9364843,-74.799135,1
968,calle 45 4 85,10.9364843,-74.799135,1
969,calle 45 40,10.9364843,-74.799135,1
970,calle 45 41,10.9364843,-74.799135,6
971,calle 45 41 12,10.9364843,-74.799135,1
972,calle 45 41 43,10.9364843,-74.799135,1
973,calle 45 43,10.9364843,-74.799135,5
974,calle 45 44,10.9364843,-74.799135,9
975,calle 45 44 178,10.95137,-74.7991614,1
976,calle 45 44 45,10.9364843,-74.799135,1
977,calle 45 44 88,10.9364843,-74.799135,1
978,calle 45 45,10.95137,-74.7991614,10
979,calle 45 45 46,10.9364843,-74.799135,2
980,calle 45 46,10.9364843,-74.799135,4
981,calle 45 46 214,10.95137,-74.7991614,1
982,calle 45 46 35,10.9364843,-74.799135,1
983,calle 45 46 45,10.9364843,-74.799135,1
984,calle 45 5,10.9364843,-74.799135,6
985,calle 45 5 ,10.9364843,-74.799135,1
986,calle 45 5 146,10.9364843,-74.799135,1
987,calle 45 5 38,10.9364843,-74.799135,1
988,calle 45 5 67,10.9364843,-74.799135,1
989,calle 45 50,10.9364843,-74.799135,4
990,calle 45 51,10.9364843,-74.799135,2
991,calle 45 52,10.9364843,-74.799135,1
992,calle 45 52 73,10.9364843,-74.799135,1
993,calle 45 52 87,10.9364843,-74.799135,1
994,calle 45 53,10.95137,-74.7991614,2
995,calle 45 53 30,10.9364843,-74.799135,1
996,calle 45 6,10.95137,-74.7991614,1
997,calle 45 6 ,10.95137,-74.7991614,4
998,calle 45 7,10.9364843,-74.799135,26
999,calle 45 7 ,10.9364843,-74.799135,1
1000,calle 45 7 27,10.9364843,-74.799135,1
1001,calle 45 7 44,10.9364843,-74.799135,1
1002,calle 45 7 60,10.9364843,-74.799135,1
1003,calle 45 8,10.9364843,-74.799135,20
1004,calle 45 8 23,10.9364843,-74.799135,2
1005,calle 45 8 44,10.9364843,-74.799135,1
1006,calle 45 9,10.9364843,-74.799135,9
1007,calle 45 9 ,10.9364843,-74.799135,1
1008,calle 45 9 18,10.9364843,-74.799135,1
1009,calle 455 13,10.9447713,-74.7842231,1
1010,calle 46 1,10.9276503,-74.8026958,9
1011,calle 46 12 ,10.9276503,-74.8026958,5
1012,calle 46 14,10.9276503,-74.8026958,1
1013,calle 46 16,10.9276503,-74.8026958,3
1014,calle 46 19,10.9276503,-74.8026958,1
1015,calle 46 19 21,10.9276503,-74.8026958,1
1016,calle 46 20,10.9276503,-74.8026958,1
1017,calle 46 24,10.9276503,-74.8026958,1
1018,calle 46 29,10.9276503,-74.8026958,1
1019,calle 46 6 90,10.9276503,-74.8026958,1
1020,calle 46 7,10.9276503,-74.8026958,1
1021,calle 46 7 ,10.9276503,-74.8026958,1
1022,calle 46 8 ,10.9276503,-74.8026958,1
1023,calle 47 1,10.9320458,-74.8051017,4
1024,calle 47 1 ,10.9320458,-74.8051017,1
1025,calle 47 10,10.9224467,-74.8052519,1
1026,calle 47 10 ,10.9224467,-74.8052519,1
1027,calle 47 11 ,11.00322445,-74.82095301649656,1
1028,calle 47 110 ,10.9625429,-74.7959065,2
1029,calle 47 115 700,10.964333,-74.7922041,1
1030,calle 47 16,10.9602944,-74.8001156,3
1031,calle 47 18,10.9625429,-74.7959065,5
1032,calle 47 18 89,10.9625429,-74.7959065,2
1033,calle 47 19,10.9625429,-74.7959065,6
1034,calle 47 19 57,10.9625429,-74.7959065,1
1035,calle 47 19 84,10.9625429,-74.7959065,1
1036,calle 47 2,10.9320458,-74.8051017,1
1037,calle 47 2 ,10.9320458,-74.8051017,1
1038,calle 47 20,10.9320458,-74.8051017,8
1039,calle 47 20 144,10.9320458,-74.8051017,1
1040,calle 47 21,10.9625429,-74.7959065,12
1041,calle 47 21 192,10.9625429,-74.7959065,1
1042,calle 47 22,10.9625429,-74.7959065,5
1043,calle 47 23,10.9625429,-74.7959065,3
1044,calle 47 24,10.9625429,-74.7959065,7
1045,calle 47 25,10.9625429,-74.7959065,7
1046,calle 47 26,10.9625429,-74.7959065,4
1047,calle 47 26 14 ,10.9625429,-74.7959065,1
1048,calle 47 27 92,10.9625429,-74.7959065,1
1049,calle 47 29,10.9625429,-74.7959065,2
1050,calle 47 30,10.9320458,-74.8051017,3
1051,calle 47 30 114,10.9339025,-74.802451,1
1052,calle 47 31,10.9625429,-74.7959065,1
1053,calle 47 32,10.9625429,-74.7959065,2
1054,calle 47 33,10.9625429,-74.7959065,2
1055,calle 47 33 15,10.9625429,-74.7959065,1
1056,calle 47 34,10.9625429,-74.7959065,2
1057,calle 47 35,10.9938081,-74.8016975,3
1058,calle 47 36,10.9625429,-74.7959065,1
1059,calle 47 37,10.9625429,-74.7959065,1
1060,calle 47 38,10.9625429,-74.7959065,1
1061,calle 47 43,10.9625429,-74.7959065,3
1062,calle 47 44,10.9625429,-74.7959065,1
1063,calle 47 44 45,10.9625429,-74.7959065,1
1064,calle 47 5,10.9625429,-74.7959065,1
1065,calle 47 51,10.991378,-74.7851063,2
1066,calle 47 6,10.9625429,-74.7959065,1
1067,calle 47 6 ,10.9625429,-74.7959065,5
